fiscal_year,month,upi_remitter_banks,total_volume,approved,bd,td,total_debit_reversal_count,debit_reversal_success,units,notes
2021-22,August,Tamilnad Mercantile Bank,8.5,80.3,8.29,11.41,0.2,68.55,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,UCO Bank,37.41,85.9,6.81,7.29,0.97,25.49,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Ujjivan Small Finance Bank,8.5,91.27,7.89,0.84,0.1,62.4,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Union Bank of India,170.46,89.69,8.26,2.05,2.89,43.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Yes Bank Ltd,40.43,95.69,3.69,0.63,0.17,80.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,July,Airtel Payments Bank,39.84,85.36,11.57,3.07,0.47,76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Axis Bank Ltd.,210.7,94.64,5.11,0.25,1.11,75.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Bandhan Bank,13.45,88.05,7.16,4.79,0.3,17.74,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Bank of Baroda,195.78,92.31,7.27,0.43,1.23,99.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Bank of India,116.61,93.49,4.76,1.75,1.45,62.26,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Bank of Maharashtra,40.34,92.01,7.31,0.68,0.27,77.97,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Canara Bank,139.91,91.32,8.23,0.45,1,94.37,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Central Bank Of India,69.47,92.38,7,0.62,0.75,88.99,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Citibank,12.42,95.77,3.96,0.27,0.05,99.25,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,July,City Union Bank,10.51,92.63,6.84,0.54,0.08,91.15,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,DBS Bank India Limited,11.63,94.88,4.79,0.34,0.08,90.74,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Federal Bank,35.56,94.72,5.13,0.16,0.19,99.79,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,HDFC BANK LTD,290.73,95.28,4.66,0.06,1.71,99.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,July,ICICI Bank,204.12,94.84,5.12,0.03,0.96,93.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,IDBI Bank Limited,49.17,94.3,5.36,0.34,0.39,87.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,IDFC FIRST Bank,17.73,91.69,7.27,1.04,0.23,64.04,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,INDUSIND BANK,27.56,89.27,6.61,4.12,0.78,73.97,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,India Post Payment Bank,16.87,80.86,16.87,2.27,0.13,85.1,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Indian Bank,78.43,77.11,11.35,11.54,4.1,29.28,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,July,Indian Overseas Bank,38.87,92.36,6.66,0.98,0.4,84.4,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Karnataka Bank,31.27,87.85,8.35,3.8,0.66,37.33,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Karur Vysya Bank,20.14,90.11,8.16,1.73,0.3,62.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Kotak Mahindra Bank,115.72,94.27,5.42,0.3,0.77,86.5,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Paytm Payments Bank,191.3,93.45,6.19,0.35,1.53,79.71,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,Punjab National Bank,158.02,89.52,9.4,1.08,1.69,85.15,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,South Indian Bank,12.92,92.6,7.11,0.29,0.08,94.91,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,State Bank Of India,936.08,91.19,6.28,2.53,13.25,80.28,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,July,UCO Bank,34.29,89.53,6.52,3.94,0.64,36.78,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Union Bank of India,153.7,87.8,9.63,2.57,2.98,39.33,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,July,Yes Bank Ltd,40.7,96.32,3.23,0.45,0.12,87.16,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,June,Airtel Payments Bank,33.79,83.64,14.62,1.74,0.27,89.87,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,June,Axis Bank Ltd.,176.88,95.56,4.08,0.36,1.04,63.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,June,Bandhan Bank,11.71,89.59,6.53,3.89,0.2,11.46,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,June,Bank of Baroda,168.54,91.53,7.69,0.78,1.1,95.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,Bank of India,103.01,94.29,4.83,0.88,0.94,73.49,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,Bank of Maharashtra,36.55,91.3,7.37,1.33,0.24,68.12,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,Canara Bank,118.46,91,8.74,0.26,0.81,96.94,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,Central Bank Of India,61.18,92.48,7.26,0.26,0.52,97.75,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,Citibank,10.29,95.8,3.94,0.26,0.04,94.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,June,City Union Bank,8.55,92.11,7.27,0.62,0.05,84.08,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,DBS Bank India Limited,9.93,95.15,4.75,0.1,0.05,93.69,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,June,Federal Bank,28.97,94.48,5.29,0.22,0.14,96.89,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,June,HDFC BANK LTD,243.87,95.25,4.69,0.06,1.25,99.44,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
